Competicion,Jornada,Fecha,Equipo local,Equipo visitante,Puntos local,Puntos visitante
Nba,Jornada 37,2022/11/26,San Antonio Spurs,Los Angeles Lakers,94,105
Nba,Jornada 37,2022/11/26,Memphis Grizzlies,New Orleans Pelicans,132,111
Nba,Jornada 37,2022/11/26,Indiana Pacers,Brooklyn Nets,128,117
Nba,Jornada 37,2022/11/26,Boston Celtics,Sacramento Kings,122,104
Nba,Jornada 37,2022/11/26,Miami Heat,Washington Wizards,110,107
Nba,Jornada 37,2022/11/26,Oklahoma City Thunder,Chicago Bulls,123,119
Nba,Jornada 37,2022/11/26,Milwaukee Bucks,Cleveland Cavaliers,117,102
Nba,Jornada 37,2022/11/26,Houston Rockets,Atlanta Hawks,128,122
Nba,Jornada 37,2022/11/26,Phoenix Suns,Detroit Pistons,108,102
Nba,Jornada 37,2022/11/26,Golden State Warriors,Utah Jazz,129,118
Nba,Jornada 37,2022/11/26,Los Angeles Clippers,Denver Nuggets,104,114
Nba,Jornada 38,2022/11/26,Toronto Raptors,Dallas Mavericks,105,100
Nba,Jornada 37,2022/11/25,Charlotte Hornets,Minnesota Timberwolves,110,108
Euroliga,Jornada 10,2022/11/25,As Monaco,B. Munich,80,79
Euroliga,Jornada 10,2022/11/25,Panathinaikos,Asvel Villeurbanne,77,58
Euroliga,Jornada 10,2022/11/25,Barca,Cazoo Baskonia,96,84
Euroliga,Jornada 10,2022/11/25,Virtus Bologna,Anadolu Efes,80,85
Euroliga,Jornada 10,2022/11/25,Valencia Basket,Zalgiris,76,80
Nba,Jornada 36,2022/11/24,Cleveland Cavaliers,Portland Trail Blazers,114,96
Nba,Jornada 36,2022/11/24,Charlotte Hornets,Philadelphia 76Ers,107,101
Nba,Jornada 36,2022/11/24,Indiana Pacers,Minnesota Timberwolves,101,115
Nba,Jornada 36,2022/11/24,Miami Heat,Washington Wizards,113,105
Nba,Jornada 36,2022/11/24,Toronto Raptors,Brooklyn Nets,98,112
Nba,Jornada 36,2022/11/24,Boston Celtics,Dallas Mavericks,125,112
Nba,Jornada 36,2022/11/24,Atlanta Hawks,Sacramento Kings,115,106
Nba,Jornada 36,2022/11/24,Oklahoma City Thunder,Denver Nuggets,126,131
Nba,Jornada 36,2022/11/24,Milwaukee Bucks,Chicago Bulls,113,118
Nba,Jornada 36,2022/11/24,San Antonio Spurs,New Orleans Pelicans,110,129
Nba,Jornada 36,2022/11/24,Utah Jazz,Detroit Pistons,116,125
Nba,Jornada 36,2022/11/24,Golden State Warriors,Los Angeles Clippers,124,107
Euroliga,Jornada 10,2022/11/24,Estrella Roja,Maccabi,69,68
Euroliga,Jornada 10,2022/11/24,Olympiacos,Alba Berlin,86,76
Euroliga,Jornada 10,2022/11/24,Milan,Fenerbahce,72,82
Euroliga,Jornada 10,2022/11/24,Real Madrid,Partizan,105,97
Nba,Jornada 35,2022/11/23,Philadelphia 76Ers,Brooklyn Nets,115,106
Nba,Jornada 35,2022/11/23,Memphis Grizzlies,Sacramento Kings,109,113
Nba,Jornada 35,2022/11/23,Denver Nuggets,Detroit Pistons,108,110
Nba,Jornada 35,2022/11/23,Phoenix Suns,Los Angeles Lakers,115,105
Euroliga,Jornada 9,2022/11/23,Asvel Villeurbanne,B. Munich,74,75
Euroliga,Jornada 9,2022/11/23,Panathinaikos,Virtus Bologna,88,85
Euroliga,Jornada 9,2022/11/23,Cazoo Baskonia,Zalgiris,93,73
Nba,Jornada 34,2022/11/22,Indiana Pacers,Orlando Magic,123,102
Nba,Jornada 34,2022/11/22,Cleveland Cavaliers,Atlanta Hawks,114,102
Nba,Jornada 34,2022/11/22,Milwaukee Bucks,Portland Trail Blazers,119,111
Nba,Jornada 34,2022/11/22,Chicago Bulls,Boston Celtics,121,107
Nba,Jornada 34,2022/11/22,Oklahoma City Thunder,New York Knicks,119,129
Nba,Jornada 34,2022/11/22,New Orleans Pelicans,Golden State Warriors,128,83
Nba,Jornada 34,2022/11/22,Minnesota Timberwolves,Miami Heat,105,101
Nba,Jornada 34,2022/11/22,Los Angeles Clippers,Utah Jazz,121,114
Euroliga,Jornada 9,2022/11/22,As Monaco,Fenerbahce,93,96
Euroliga,Jornada 9,2022/11/22,Alba Berlin,Estrella Roja,84,88
Euroliga,Jornada 9,2022/11/22,Maccabi,Olympiacos,90,84
Euroliga,Jornada 9,2022/11/22,Milan,Anadolu Efes,51,80
Euroliga,Jornada 9,2022/11/22,Valencia Basket,Real Madrid,73,80
Euroliga,Jornada 9,2022/11/22,Barca,Partizan,79,68
Nba,Jornada 33,2022/11/21,Sacramento Kings,Detroit Pistons,137,129
Nba,Jornada 33,2022/11/21,Washington Wizards,Charlotte Hornets,106,102
Nba,Jornada 33,2022/11/21,Cleveland Cavaliers,Miami Heat,113,87
Nba,Jornada 33,2022/11/21,Brooklyn Nets,Memphis Grizzlies,127,115
Nba,Jornada 33,2022/11/21,Houston Rockets,Golden State Warriors,120,127
Nba,Jornada 33,2022/11/21,Dallas Mavericks,Denver Nuggets,97,98
Nba,Jornada 33,2022/11/21,Los Angeles Lakers,San Antonio Spurs,123,92
Acb,Jornada 8,2022/11/20,Surne Bilbao,Carplus Fuenlabrada,109,82
Acb,Jornada 8,2022/11/20,Real Madrid,Ucam Murcia,93,57
Acb,Jornada 8,2022/11/20,Baxi Manresa,Cazoo Baskonia,93,80
Acb,Jornada 8,2022/11/20,Joventut Badalona,Barca,82,79
Acb,Jornada 8,2022/11/20,Granada,Rio Breogan,80,70
Nba,Jornada 32,2022/11/20,Atlanta Hawks,Toronto Raptors,124,122
Nba,Jornada 32,2022/11/20,Indiana Pacers,Orlando Magic,114,113
Nba,Jornada 32,2022/11/20,Philadelphia 76Ers,Minnesota Timberwolves,109,112
Nba,Jornada 32,2022/11/20,Portland Trail Blazers,Utah Jazz,113,118
Nba,Jornada 32,2022/11/20,Los Angeles Clippers,San Antonio Spurs,119,97
Nba,Jornada 33,2022/11/20,Phoenix Suns,New York Knicks,116,95
Acb,Jornada 8,2022/11/19,Real Betis,Casademont Zaragoza,67,83
Acb,Jornada 8,2022/11/19,Monbus Obradoiro,Unicaja,86,87
Acb,Jornada 8,2022/11/19,Lenovo Tenerife,Valencia Basket,94,78
Acb,Jornada 8,2022/11/19,Basquet Girona,Gran Canaria,69,78
Nba,Jornada 31,2022/11/19,Washington Wizards,Miami Heat,107,106
Nba,Jornada 31,2022/11/19,Philadelphia 76Ers,Milwaukee Bucks,110,102
Nba,Jornada 31,2022/11/19,Cleveland Cavaliers,Charlotte Hornets,132,122
Nba,Jornada 31,2022/11/19,Memphis Grizzlies,Oklahoma City Thunder,121,110
Nba,Jornada 31,2022/11/19,Houston Rockets,Indiana Pacers,91,99
Nba,Jornada 31,2022/11/19,Chicago Bulls,Orlando Magic,107,108
Nba,Jornada 31,2022/11/19,Dallas Mavericks,Denver Nuggets,127,99
Nba,Jornada 31,2022/11/19,New Orleans Pelicans,Boston Celtics,109,117
Nba,Jornada 31,2022/11/19,Utah Jazz,Phoenix Suns,134,133
Nba,Jornada 31,2022/11/19,Golden State Warriors,New York Knicks,111,101
Nba,Jornada 31,2022/11/19,Los Angeles Lakers,Detroit Pistons,128,121
Nba,Jornada 30,2022/11/18,Portland Trail Blazers,Brooklyn Nets,107,109
Nba,Jornada 30,2022/11/18,Sacramento Kings,San Antonio Spurs,130,112
Nba,Jornada 30,2022/11/18,Los Angeles Clippers,Detroit Pistons,96,91
Euroliga,Jornada 8,2022/11/18,Fenerbahce,Panathinaikos,107,77
Euroliga,Jornada 8,2022/11/18,As Monaco,Saski Baskonia,79,74
Euroliga,Jornada 8,2022/11/18,Zalgiris,Milan,71,62
Euroliga,Jornada 8,2022/11/18,Partizan,Maccabi,96,88
Nba,Jornada 29,2022/11/17,Washington Wizards,Oklahoma City Thunder,120,121
Nba,Jornada 29,2022/11/17,Charlotte Hornets,Indiana Pacers,113,125
Nba,Jornada 29,2022/11/17,Orlando Magic,Minnesota Timberwolves,108,126
Nba,Jornada 29,2022/11/17,Atlanta Hawks,Boston Celtics,101,126
Nba,Jornada 29,2022/11/17,Toronto Raptors,Miami Heat,112,104
Nba,Jornada 29,2022/11/17,Milwaukee Bucks,Cleveland Cavaliers,113,98
Nba,Jornada 29,2022/11/17,New Orleans Pelicans,Chicago Bulls,124,110
Nba,Jornada 29,2022/11/17,Dallas Mavericks,Houston Rockets,92,101
Nba,Jornada 29,2022/11/17,Denver Nuggets,New York Knicks,103,106
Nba,Jornada 29,2022/11/17,Phoenix Suns,Golden State Warriors,130,119
Euroliga,Jornada 8,2022/11/17,Anadolu Efes,Barca,96,86
Euroliga,Jornada 8,2022/11/17,Estrella Roja,Asvel Villeurbanne,71,67
Euroliga,Jornada 8,2022/11/17,Virtus Bologna,Valencia Basket,89,59
Euroliga,Jornada 8,2022/11/17,B. Munich,Olympiacos,71,82
Euroliga,Jornada 8,2022/11/17,Real Madrid,Alba Berlin,90,72
Nba,Jornada 28,2022/11/16,New Orleans Pelicans,Memphis Grizzlies,113,102
Nba,Jornada 28,2022/11/16,Dallas Mavericks,Los Angeles Clippers,103,101
Nba,Jornada 28,2022/11/16,Utah Jazz,New York Knicks,111,118
Nba,Jornada 28,2022/11/16,Portland Trail Blazers,San Antonio Spurs,117,110
Nba,Jornada 28,2022/11/16,Sacramento Kings,Brooklyn Nets,153,121
Nba,Jornada 27,2022/11/15,Orlando Magic,Charlotte Hornets,105,112
Nba,Jornada 27,2022/11/15,Detroit Pistons,Toronto Raptors,111,115
Nba,Jornada 27,2022/11/15,Boston Celtics,Oklahoma City Thunder,126,122
Nba,Jornada 27,2022/11/15,Miami Heat,Phoenix Suns,113,112
Nba,Jornada 27,2022/11/15,Houston Rockets,Los Angeles Clippers,106,122
Nba,Jornada 27,2022/11/15,Milwaukee Bucks,Atlanta Hawks,106,121
Nba,Jornada 27,2022/11/15,Golden State Warriors,San Antonio Spurs,132,95
Nba,Jornada 26,2022/11/14,Cleveland Cavaliers,Minnesota Timberwolves,124,129
Nba,Jornada 26,2022/11/14,Washington Wizards,Memphis Grizzlies,102,92
Nba,Jornada 26,2022/11/14,Philadelphia 76Ers,Utah Jazz,105,98
Nba,Jornada 26,2022/11/14,Chicago Bulls,Denver Nuggets,103,126
Nba,Jornada 26,2022/11/14,Sacramento Kings,Golden State Warriors,122,115
Nba,Jornada 26,2022/11/14,Los Angeles Lakers,Brooklyn Nets,116,103
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Ucrania,Islandia,79,72
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Georgia,Italia,84,85
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Finlandia,Estonia,91,71
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Eslovenia,Alemania,81,75
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Hungria,Republica Checa,83,69
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Letonia,Gran Bretana,79,63
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Montenegro,Lituania,56,65
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Suecia,Israel,71,68
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Serbia,Turquia,77,76
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Belgica,Grecia,70,72
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Francia,Bosnia Herzegovina,92,56
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/14,Espana,Paises Bajos,84,72
Nba,Jornada 25,2022/11/13,Washington Wizards,Utah Jazz,121,112
Nba,Jornada 25,2022/11/13,Detroit Pistons,Boston Celtics,108,117
Nba,Jornada 25,2022/11/13,Indiana Pacers,Toronto Raptors,118,104
Nba,Jornada 25,2022/11/13,Philadelphia 76Ers,Atlanta Hawks,121,109
Nba,Jornada 25,2022/11/13,Miami Heat,Charlotte Hornets,132,115
Nba,Jornada 25,2022/11/13,Dallas Mavericks,Portland Trail Blazers,117,112
Nba,Jornada 25,2022/11/13,New Orleans Pelicans,Houston Rockets,119,106
Nba,Jornada 26,2022/11/13,New York Knicks,Oklahoma City Thunder,135,145
Nba,Jornada 24,2022/11/12,Boston Celtics,Denver Nuggets,131,112
Nba,Jornada 24,2022/11/12,Orlando Magic,Phoenix Suns,114,97
Nba,Jornada 24,2022/11/12,New York Knicks,Detroit Pistons,121,112
Nba,Jornada 24,2022/11/12,Oklahoma City Thunder,Toronto Raptors,132,113
Nba,Jornada 24,2022/11/12,San Antonio Spurs,Milwaukee Bucks,111,93
Nba,Jornada 24,2022/11/12,Memphis Grizzlies,Minnesota Timberwolves,114,103
Nba,Jornada 24,2022/11/12,Golden State Warriors,Cleveland Cavaliers,106,101
Nba,Jornada 24,2022/11/12,Los Angeles Lakers,Sacramento Kings,114,120
Nba,Jornada 25,2022/11/12,Los Angeles Clippers,Brooklyn Nets,95,110
Nba,Jornada 23,2022/11/11,Washington Wizards,Dallas Mavericks,113,105
Nba,Jornada 23,2022/11/11,Miami Heat,Charlotte Hornets,117,112
Nba,Jornada 23,2022/11/11,Atlanta Hawks,Philadelphia 76Ers,104,95
Nba,Jornada 23,2022/11/11,New Orleans Pelicans,Portland Trail Blazers,95,106
Euroliga,Jornada 7,2022/11/11,Panathinaikos,Saski Baskonia,98,83
Euroliga,Jornada 7,2022/11/11,Valencia Basket,As Monaco,89,84
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Israel,Eslovenia,62,75
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Grecia,Letonia,60,80
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Estonia,Suecia,82,87
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Republica Checa,Montenegro,56,65
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Lituania,Francia,65,90
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Turquia,Belgica,86,52
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Alemania,Finlandia,94,80
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Paises Bajos,Ucrania,77,96
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Gran Bretana,Serbia,68,74
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Bosnia Herzegovina,Hungria,83,78
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Islandia,Georgia,85,88
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2022/11/11,Italia,Espana,84,88
Nba,Jornada 22,2022/11/10,Charlotte Hornets,Portland Trail Blazers,95,105
Nba,Jornada 22,2022/11/10,Indiana Pacers,Denver Nuggets,119,122
Nba,Jornada 22,2022/11/10,Boston Celtics,Detroit Pistons,128,112
Nba,Jornada 22,2022/11/10,Toronto Raptors,Houston Rockets,116,109
Nba,Jornada 22,2022/11/10,Atlanta Hawks,Utah Jazz,119,125
Nba,Jornada 22,2022/11/10,Brooklyn Nets,New York Knicks,112,85
Nba,Jornada 22,2022/11/10,Chicago Bulls,New Orleans Pelicans,111,115
Nba,Jornada 22,2022/11/10,Oklahoma City Thunder,Milwaukee Bucks,132,136
Nba,Jornada 22,2022/11/10,Minnesota Timberwolves,Phoenix Suns,117,129
Nba,Jornada 22,2022/11/10,San Antonio Spurs,Memphis Grizzlies,122,124
Nba,Jornada 22,2022/11/10,Los Angeles Clippers,Los Angeles Lakers,114,101
Nba,Jornada 22,2022/11/10,Sacramento Kings,Cleveland Cavaliers,127,120
Euroliga,Jornada 7,2022/11/10,Fenerbahce,Estrella Roja,93,79
Euroliga,Jornada 7,2022/11/10,Real Madrid,Anadolu Efes,94,85
Euroliga,Jornada 7,2022/11/10,Olympiacos,Partizan,87,58
Euroliga,Jornada 7,2022/11/10,Alba Berlin,B. Munich,77,79
Euroliga,Jornada 7,2022/11/10,Maccabi,Barca,79,86
Euroliga,Jornada 7,2022/11/10,Asvel Villeurbanne,Zalgiris,76,93
Nba,Jornada 23,2022/11/09,Orlando Magic,Dallas Mavericks,94,87
Euroliga,Jornada 7,2022/11/09,Milan,Virtus Bologna,59,64
Nba,Jornada 21,2022/11/08,Charlotte Hornets,Washington Wizards,100,108
Nba,Jornada 21,2022/11/08,Orlando Magic,Houston Rockets,127,134
Nba,Jornada 21,2022/11/08,Detroit Pistons,Oklahoma City Thunder,112,103
Nba,Jornada 21,2022/11/08,Indiana Pacers,New Orleans Pelicans,129,122
Nba,Jornada 21,2022/11/08,Philadelphia 76Ers,Phoenix Suns,100,88
Nba,Jornada 21,2022/11/08,Atlanta Hawks,Milwaukee Bucks,117,98
Nba,Jornada 21,2022/11/08,Miami Heat,Portland Trail Blazers,107,110
Nba,Jornada 21,2022/11/08,Chicago Bulls,Toronto Raptors,111,97
Nba,Jornada 21,2022/11/08,Memphis Grizzlies,Boston Celtics,106,109
Nba,Jornada 21,2022/11/08,Minnesota Timberwolves,New York Knicks,107,120
Nba,Jornada 21,2022/11/08,San Antonio Spurs,Denver Nuggets,109,115
Nba,Jornada 21,2022/11/08,Dallas Mavericks,Brooklyn Nets,96,94
Nba,Jornada 21,2022/11/08,Golden State Warriors,Sacramento Kings,116,113
Nba,Jornada 21,2022/11/08,Utah Jazz,Los Angeles Lakers,139,116
Nba,Jornada 21,2022/11/08,Los Angeles Clippers,Cleveland Cavaliers,119,117
Nba,Jornada 20,2022/11/07,Toronto Raptors,Chicago Bulls,113,104
Nba,Jornada 20,2022/11/07,Memphis Grizzlies,Washington Wizards,103,97
Nba,Jornada 20,2022/11/07,Los Angeles Clippers,Utah Jazz,102,110
Acb,Jornada 7,2022/11/06,Unicaja,Granada,94,68
Acb,Jornada 7,2022/11/06,Lenovo Tenerife,Surne Bilbao,73,57
Acb,Jornada 7,2022/11/06,Barca,Basquet Girona,72,69
Acb,Jornada 7,2022/11/06,Saski Baskonia,Real Betis,107,103
Acb,Jornada 7,2022/11/06,Casademont Zaragoza,Real Madrid,94,89
Acb,Jornada 7,2022/11/06,Rio Breogan,Valencia Basket,83,88
Nba,Jornada 19,2022/11/06,Charlotte Hornets,Brooklyn Nets,94,98
Nba,Jornada 19,2022/11/06,New York Knicks,Boston Celtics,118,133
Nba,Jornada 19,2022/11/06,Atlanta Hawks,New Orleans Pelicans,124,121
Nba,Jornada 19,2022/11/06,Milwaukee Bucks,Oklahoma City Thunder,108,94
Nba,Jornada 19,2022/11/06,Minnesota Timberwolves,Houston Rockets,129,117
Nba,Jornada 19,2022/11/06,Denver Nuggets,San Antonio Spurs,126,101
Nba,Jornada 19,2022/11/06,Phoenix Suns,Portland Trail Blazers,102,82
Nba,Jornada 20,2022/11/06,Los Angeles Lakers,Cleveland Cavaliers,100,114
Acb,Jornada 7,2022/11/05,Carplus Fuenlabrada,Baxi Manresa,101,97
Acb,Jornada 7,2022/11/05,Monbus Obradoiro,Gran Canaria,58,85
Acb,Jornada 7,2022/11/05,Ucam Murcia,Joventut Badalona,88,76
Nba,Jornada 18,2022/11/05,Washington Wizards,Brooklyn Nets,86,128
Nba,Jornada 18,2022/11/05,Indiana Pacers,Miami Heat,101,99
Nba,Jornada 18,2022/11/05,Detroit Pistons,Cleveland Cavaliers,88,112
Nba,Jornada 18,2022/11/05,Philadelphia 76Ers,New York Knicks,104,106
Nba,Jornada 18,2022/11/05,Boston Celtics,Chicago Bulls,123,119
Nba,Jornada 18,2022/11/05,Memphis Grizzlies,Charlotte Hornets,130,99
Nba,Jornada 18,2022/11/05,San Antonio Spurs,Los Angeles Clippers,106,113
Nba,Jornada 18,2022/11/05,Dallas Mavericks,Toronto Raptors,111,110
Nba,Jornada 18,2022/11/05,New Orleans Pelicans,Golden State Warriors,114,105
Nba,Jornada 18,2022/11/05,Minnesota Timberwolves,Milwaukee Bucks,102,115
Nba,Jornada 18,2022/11/05,Phoenix Suns,Portland Trail Blazers,106,108
Nba,Jornada 18,2022/11/05,Los Angeles Lakers,Utah Jazz,116,130
Nba,Jornada 19,2022/11/05,Orlando Magic,Sacramento Kings,123,126
Nba,Jornada 17,2022/11/04,Orlando Magic,Golden State Warriors,130,129
Nba,Jornada 17,2022/11/04,Oklahoma City Thunder,Denver Nuggets,110,122
Euroliga,Jornada 6,2022/11/04,Zalgiris,Alba Berlin,88,81
Euroliga,Jornada 6,2022/11/04,Olympiacos,Valencia Basket,82,83
Euroliga,Jornada 6,2022/11/04,Barca,Fenerbahce,81,80
Euroliga,Jornada 6,2022/11/04,Virtus Bologna,Asvel Villeurbanne,79,84
Euroliga,Jornada 6,2022/11/04,As Monaco,Estrella Roja,85,77
Nba,Jornada 16,2022/11/03,Cleveland Cavaliers,Boston Celtics,114,113
Nba,Jornada 16,2022/11/03,Miami Heat,Sacramento Kings,110,107
Nba,Jornada 16,2022/11/03,New York Knicks,Atlanta Hawks,99,112
Nba,Jornada 16,2022/11/03,Houston Rockets,Los Angeles Clippers,101,109
Nba,Jornada 16,2022/11/03,Chicago Bulls,Charlotte Hornets,106,88
Nba,Jornada 16,2022/11/03,Milwaukee Bucks,Detroit Pistons,116,91
Nba,Jornada 16,2022/11/03,San Antonio Spurs,Toronto Raptors,100,143
Nba,Jornada 16,2022/11/03,Dallas Mavericks,Utah Jazz,103,100
Nba,Jornada 16,2022/11/03,Portland Trail Blazers,Memphis Grizzlies,106,111
Nba,Jornada 16,2022/11/03,Los Angeles Lakers,New Orleans Pelicans,120,117
Euroliga,Jornada 6,2022/11/03,Saski Baskonia,Maccabi,116,87
Euroliga,Jornada 6,2022/11/03,Panathinaikos,Partizan,89,91
Euroliga,Jornada 6,2022/11/03,Milan,Real Madrid,77,83
Euroliga,Jornada 6,2022/11/03,B. Munich,Anadolu Efes,81,78
Nba,Jornada 15,2022/11/02,Brooklyn Nets,Chicago Bulls,99,108
Nba,Jornada 15,2022/11/02,Miami Heat,Golden State Warriors,116,109
Nba,Jornada 15,2022/11/02,Oklahoma City Thunder,Orlando Magic,116,108
Nba,Jornada 15,2022/11/02,Phoenix Suns,Minnesota Timberwolves,116,107
Nba,Jornada 17,2022/11/02,Philadelphia 76Ers,Washington Wizards,111,121
Nba,Jornada 14,2022/11/01,Charlotte Hornets,Sacramento Kings,108,115
Nba,Jornada 14,2022/11/01,Washington Wizards,Philadelphia 76Ers,111,118
Nba,Jornada 14,2022/11/01,Toronto Raptors,Atlanta Hawks,139,109
Nba,Jornada 14,2022/11/01,Brooklyn Nets,Indiana Pacers,116,109
Nba,Jornada 14,2022/11/01,Milwaukee Bucks,Detroit Pistons,110,108
Nba,Jornada 14,2022/11/01,Utah Jazz,Memphis Grizzlies,121,105
Nba,Jornada 14,2022/11/01,Los Angeles Clippers,Houston Rockets,95,93
Nba,Jornada 13,2022/10/31,San Antonio Spurs,Minnesota Timberwolves,107,98
Nba,Jornada 13,2022/10/31,Dallas Mavericks,Orlando Magic,114,105
Nba,Jornada 13,2022/10/31,Phoenix Suns,Houston Rockets,124,109
Nba,Jornada 13,2022/10/31,Los Angeles Lakers,Denver Nuggets,121,110
Acb,Jornada 6,2022/10/30,Real Madrid,Carplus Fuenlabrada,91,69
Acb,Jornada 6,2022/10/30,Unicaja,Real Betis,106,60
Acb,Jornada 6,2022/10/30,Valencia Basket,Barca,80,92
Acb,Jornada 6,2022/10/30,Basquet Girona,Ucam Murcia,100,89
Acb,Jornada 6,2022/10/30,Surne Bilbao,Saski Baskonia,70,81
Nba,Jornada 12,2022/10/30,Sacramento Kings,Miami Heat,119,113
Nba,Jornada 12,2022/10/30,Charlotte Hornets,Golden State Warriors,120,113
Nba,Jornada 12,2022/10/30,Brooklyn Nets,Indiana Pacers,116,125
Nba,Jornada 12,2022/10/30,Milwaukee Bucks,Atlanta Hawks,123,115
Nba,Jornada 12,2022/10/30,Utah Jazz,Memphis Grizzlies,124,123
Nba,Jornada 12,2022/10/30,Chicago Bulls,Philadelphia 76Ers,109,114
Nba,Jornada 12,2022/10/30,Dallas Mavericks,Oklahoma City Thunder,111,117
Nba,Jornada 13,2022/10/30,Los Angeles Clippers,New Orleans Pelicans,91,112
Nba,Jornada 13,2022/10/30,Cleveland Cavaliers,New York Knicks,121,108
Nba,Jornada 13,2022/10/30,Boston Celtics,Washington Wizards,112,94
Nba,Jornada 13,2022/10/30,Detroit Pistons,Golden State Warriors,128,114
Acb,Jornada 6,2022/10/29,Granada,Monbus Obradoiro,93,89
Acb,Jornada 6,2022/10/29,Baxi Manresa,Rio Breogan,70,106
Acb,Jornada 6,2022/10/29,Joventut Badalona,Casademont Zaragoza,89,84
Acb,Jornada 6,2022/10/29,Gran Canaria,Lenovo Tenerife,70,86
Nba,Jornada 11,2022/10/29,Orlando Magic,Charlotte Hornets,113,93
Nba,Jornada 11,2022/10/29,Detroit Pistons,Atlanta Hawks,112,136
Nba,Jornada 11,2022/10/29,Boston Celtics,Cleveland Cavaliers,123,132
Nba,Jornada 11,2022/10/29,Toronto Raptors,Philadelphia 76Ers,90,112
Nba,Jornada 11,2022/10/29,Washington Wizards,Indiana Pacers,117,127
Nba,Jornada 11,2022/10/29,Minnesota Timberwolves,Los Angeles Lakers,111,102
Nba,Jornada 11,2022/10/29,Milwaukee Bucks,New York Knicks,119,108
Nba,Jornada 11,2022/10/29,San Antonio Spurs,Chicago Bulls,129,124
Nba,Jornada 11,2022/10/29,Denver Nuggets,Utah Jazz,117,101
Nba,Jornada 11,2022/10/29,Phoenix Suns,New Orleans Pelicans,124,111
Nba,Jornada 11,2022/10/29,Portland Trail Blazers,Houston Rockets,125,111
Nba,Jornada 10,2022/10/28,Brooklyn Nets,Dallas Mavericks,125,129
Nba,Jornada 10,2022/10/28,Oklahoma City Thunder,Los Angeles Clippers,118,110
Nba,Jornada 10,2022/10/28,Golden State Warriors,Miami Heat,123,110
Nba,Jornada 10,2022/10/28,Sacramento Kings,Memphis Grizzlies,110,125
Euroliga,Jornada 5,2022/10/28,Estrella Roja,B. Munich,78,72
Euroliga,Jornada 5,2022/10/28,Anadolu Efes,Fenerbahce,79,88
Euroliga,Jornada 5,2022/10/28,Asvel Villeurbanne,Saski Baskonia,87,61
Euroliga,Jornada 5,2022/10/28,Barca,Milan,74,56
Nba,Jornada 9,2022/10/27,Cleveland Cavaliers,Orlando Magic,103,92
Nba,Jornada 9,2022/10/27,Detroit Pistons,Atlanta Hawks,113,118
Nba,Jornada 9,2022/10/27,Toronto Raptors,Philadelphia 76Ers,119,109
Nba,Jornada 9,2022/10/27,Milwaukee Bucks,Brooklyn Nets,110,99
Nba,Jornada 9,2022/10/27,New York Knicks,Charlotte Hornets,134,131
Nba,Jornada 9,2022/10/27,Chicago Bulls,Indiana Pacers,124,109
Nba,Jornada 9,2022/10/27,Minnesota Timberwolves,San Antonio Spurs,134,122
Nba,Jornada 9,2022/10/27,Utah Jazz,Houston Rockets,109,101
Nba,Jornada 9,2022/10/27,Denver Nuggets,Los Angeles Lakers,110,99
Nba,Jornada 9,2022/10/27,Portland Trail Blazers,Miami Heat,98,119
Euroliga,Jornada 5,2022/10/27,Olympiacos,As Monaco,76,81
