Competicion,Jornada,Fecha,Equipo local,Equipo visitante,Puntos local,Puntos visitante
Euroliga,Jornada 16,2022/12/30,Asvel Villeurbanne,Alba Berlin,79,91
Euroliga,Jornada 16,2022/12/30,Panathinaikos,Olympiacos,71,95
Euroliga,Jornada 16,2022/12/30,Virtus Bologna,Fenerbahce,92,88
Acb,Jornada 13,2022/12/29,Joventut Badalona,Real Betis,93,81
Acb,Jornada 13,2022/12/29,Lenovo Tenerife,Granada,98,66
Nba,Jornada 69,2022/12/29,Detroit Pistons,Orlando Magic,121,101
Nba,Jornada 69,2022/12/29,Washington Wizards,Phoenix Suns,127,102
Nba,Jornada 69,2022/12/29,Atlanta Hawks,Brooklyn Nets,107,108
Nba,Jornada 69,2022/12/29,Miami Heat,Los Angeles Lakers,112,98
Nba,Jornada 69,2022/12/29,Chicago Bulls,Milwaukee Bucks,119,113
Nba,Jornada 69,2022/12/29,New Orleans Pelicans,Minnesota Timberwolves,119,118
Nba,Jornada 69,2022/12/29,Golden State Warriors,Utah Jazz,112,107
Nba,Jornada 69,2022/12/29,Sacramento Kings,Denver Nuggets,127,126
Euroliga,Jornada 16,2022/12/29,Cazoo Baskonia,Real Madrid,92,86
Euroliga,Jornada 16,2022/12/29,Maccabi,Anadolu Efes,80,72
Euroliga,Jornada 16,2022/12/29,Milan,Valencia Basket,90,79
Euroliga,Jornada 16,2022/12/29,Partizan,B. Munich,83,77
Euroliga,Jornada 16,2022/12/29,As Monaco,Zalgiris,84,82
Acb,Jornada 13,2022/12/28,Barca,Casademont Zaragoza,68,63
Acb,Jornada 13,2022/12/28,Unicaja,Ucam Murcia,82,66
Nba,Jornada 68,2022/12/28,Orlando Magic,Los Angeles Lakers,110,129
Nba,Jornada 68,2022/12/28,Washington Wizards,Philadelphia 76Ers,116,111
Nba,Jornada 68,2022/12/28,Indiana Pacers,Atlanta Hawks,129,114
Nba,Jornada 68,2022/12/28,Toronto Raptors,Los Angeles Clippers,113,124
Nba,Jornada 68,2022/12/28,Boston Celtics,Houston Rockets,126,102
Nba,Jornada 68,2022/12/28,Memphis Grizzlies,Phoenix Suns,108,125
Nba,Jornada 68,2022/12/28,Oklahoma City Thunder,San Antonio Spurs,130,114
Nba,Jornada 68,2022/12/28,Dallas Mavericks,New York Knicks,126,121
Nba,Jornada 68,2022/12/28,Sacramento Kings,Denver Nuggets,106,113
Nba,Jornada 68,2022/12/28,Golden State Warriors,Charlotte Hornets,110,105
Acb,Jornada 13,2022/12/27,Rio Breogan,Cazoo Baskonia,77,86
Acb,Jornada 13,2022/12/27,Surne Bilbao,Real Madrid,80,85
Acb,Jornada 13,2022/12/27,Gran Canaria,Valencia Basket,95,89
Nba,Jornada 67,2022/12/27,Cleveland Cavaliers,Brooklyn Nets,117,125
Nba,Jornada 67,2022/12/27,Detroit Pistons,Los Angeles Clippers,131,142
Nba,Jornada 67,2022/12/27,Miami Heat,Minnesota Timberwolves,113,110
Nba,Jornada 67,2022/12/27,Chicago Bulls,Houston Rockets,118,133
Nba,Jornada 67,2022/12/27,New Orleans Pelicans,Indiana Pacers,113,93
Nba,Jornada 67,2022/12/27,San Antonio Spurs,Utah Jazz,126,122
Nba,Jornada 67,2022/12/27,Portland Trail Blazers,Charlotte Hornets,124,113
Nba,Jornada 66,2022/12/26,Golden State Warriors,Memphis Grizzlies,123,109
Nba,Jornada 66,2022/12/26,Denver Nuggets,Phoenix Suns,128,125
Nba,Jornada 66,2022/12/25,New York Knicks,Philadelphia 76Ers,112,119
Nba,Jornada 66,2022/12/25,Dallas Mavericks,Los Angeles Lakers,124,115
Nba,Jornada 66,2022/12/25,Boston Celtics,Milwaukee Bucks,139,118
Nba,Jornada 65,2022/12/24,Philadelphia 76Ers,Los Angeles Clippers,119,114
Nba,Jornada 65,2022/12/24,Orlando Magic,San Antonio Spurs,133,113
Nba,Jornada 65,2022/12/24,Atlanta Hawks,Detroit Pistons,130,105
Nba,Jornada 65,2022/12/24,Cleveland Cavaliers,Toronto Raptors,107,118
Nba,Jornada 65,2022/12/24,New York Knicks,Chicago Bulls,117,118
Nba,Jornada 65,2022/12/24,Brooklyn Nets,Milwaukee Bucks,118,100
Nba,Jornada 65,2022/12/24,Boston Celtics,Minnesota Timberwolves,121,109
Nba,Jornada 65,2022/12/24,Miami Heat,Indiana Pacers,108,111
Nba,Jornada 65,2022/12/24,Oklahoma City Thunder,New Orleans Pelicans,125,128
Nba,Jornada 65,2022/12/24,Houston Rockets,Dallas Mavericks,106,112
Nba,Jornada 65,2022/12/24,Denver Nuggets,Portland Trail Blazers,120,107
Nba,Jornada 65,2022/12/24,Sacramento Kings,Washington Wizards,111,125
Nba,Jornada 65,2022/12/24,Phoenix Suns,Memphis Grizzlies,100,125
Nba,Jornada 65,2022/12/24,Los Angeles Lakers,Charlotte Hornets,130,134
Nba,Jornada 64,2022/12/23,New Orleans Pelicans,San Antonio Spurs,126,117
Nba,Jornada 64,2022/12/23,Utah Jazz,Washington Wizards,120,112
Euroliga,Jornada 15,2022/12/23,Anadolu Efes,Panathinaikos,88,69
Euroliga,Jornada 15,2022/12/23,Zalgiris,B. Munich,75,67
Euroliga,Jornada 15,2022/12/23,Milan,As Monaco,79,71
Euroliga,Jornada 15,2022/12/23,Valencia Basket,Barca,84,83
Nba,Jornada 63,2022/12/22,Philadelphia 76Ers,Detroit Pistons,113,93
Nba,Jornada 63,2022/12/22,Cleveland Cavaliers,Milwaukee Bucks,114,106
Nba,Jornada 63,2022/12/22,Brooklyn Nets,Golden State Warriors,143,113
Nba,Jornada 63,2022/12/22,Atlanta Hawks,Chicago Bulls,108,110
Nba,Jornada 63,2022/12/22,Boston Celtics,Indiana Pacers,112,117
Nba,Jornada 63,2022/12/22,New York Knicks,Toronto Raptors,106,113
Nba,Jornada 63,2022/12/22,Houston Rockets,Orlando Magic,110,116
Nba,Jornada 63,2022/12/22,Oklahoma City Thunder,Portland Trail Blazers,101,98
Nba,Jornada 63,2022/12/22,Minnesota Timberwolves,Dallas Mavericks,99,104
Nba,Jornada 63,2022/12/22,Sacramento Kings,Los Angeles Lakers,134,120
Nba,Jornada 63,2022/12/22,Los Angeles Clippers,Charlotte Hornets,126,105
Euroliga,Jornada 15,2022/12/22,Fenerbahce,Partizan,72,73
Euroliga,Jornada 15,2022/12/22,Olympiacos,Estrella Roja,86,90
Euroliga,Jornada 15,2022/12/22,Alba Berlin,Maccabi,70,83
Euroliga,Jornada 15,2022/12/22,Cazoo Baskonia,Virtus Bologna,90,79
Euroliga,Jornada 15,2022/12/22,Real Madrid,Asvel Villeurbanne,92,73
Nba,Jornada 62,2022/12/21,Detroit Pistons,Utah Jazz,111,126
Nba,Jornada 62,2022/12/21,New York Knicks,Golden State Warriors,132,94
Nba,Jornada 62,2022/12/21,Miami Heat,Chicago Bulls,103,113
Nba,Jornada 62,2022/12/21,Phoenix Suns,Washington Wizards,110,113
Nba,Jornada 62,2022/12/21,Denver Nuggets,Memphis Grizzlies,105,91
Champions League,Fase de Grupos,2022/12/21,Falco Kc Szombathely,Sig Strasbourg,89,71
Champions League,Fase de Grupos,2022/12/21,Tofas Bursa,Ucam Murcia,77,87
Champions League,Fase de Grupos,2022/12/21,Unahotels Reggio Emilia,Telekom Baskets Bonn,66,90
Champions League,Fase de Grupos,2022/12/21,Aek Atenas,Pinar Karsiyaka,80,72
Champions League,Fase de Grupos,2022/12/21,Surne Bilbao,Era Nymburk,71,81
Champions League,Fase de Grupos,2022/12/21,Lietuvos,Lenovo Tenerife,85,78
Champions League,Fase de Grupos,2022/12/21,Igokea Aleksandrovac,Bahcesehir Koleji,72,77
Champions League,Fase de Grupos,2022/12/21,Bnei Herzliya,Peristeri Bc,87,90
Nba,Jornada 61,2022/12/20,Philadelphia 76Ers,Toronto Raptors,104,101
Nba,Jornada 61,2022/12/20,Cleveland Cavaliers,Utah Jazz,122,99
Nba,Jornada 61,2022/12/20,Atlanta Hawks,Orlando Magic,126,125
Nba,Jornada 61,2022/12/20,Houston Rockets,San Antonio Spurs,105,124
Nba,Jornada 61,2022/12/20,Minnesota Timberwolves,Dallas Mavericks,116,106
Nba,Jornada 61,2022/12/20,New Orleans Pelicans,Milwaukee Bucks,119,128
Nba,Jornada 61,2022/12/20,Oklahoma City Thunder,Portland Trail Blazers,123,121
Nba,Jornada 61,2022/12/20,Phoenix Suns,Los Angeles Lakers,130,104
Nba,Jornada 61,2022/12/20,Sacramento Kings,Charlotte Hornets,119,125
Nba,Jornada 60,2022/12/19,Toronto Raptors,Golden State Warriors,110,126
Nba,Jornada 60,2022/12/19,Detroit Pistons,Brooklyn Nets,121,124
Nba,Jornada 60,2022/12/19,Minnesota Timberwolves,Chicago Bulls,150,126
Nba,Jornada 60,2022/12/19,Denver Nuggets,Charlotte Hornets,119,115
Nba,Jornada 60,2022/12/19,Los Angeles Lakers,Washington Wizards,119,117
Acb,Jornada 12,2022/12/18,Basquet Girona,Casademont Zaragoza,78,69
Acb,Jornada 12,2022/12/18,Lenovo Tenerife,Real Madrid,67,80
Acb,Jornada 12,2022/12/18,Granada,Valencia Basket,81,110
Acb,Jornada 12,2022/12/18,Cazoo Baskonia,Carplus Fuenlabrada,102,88
Acb,Jornada 12,2022/12/18,Barca,Unicaja,75,60
Nba,Jornada 59,2022/12/18,Cleveland Cavaliers,Dallas Mavericks,100,99
Nba,Jornada 59,2022/12/18,Houston Rockets,Portland Trail Blazers,95,107
Nba,Jornada 59,2022/12/18,Milwaukee Bucks,Utah Jazz,123,97
Nba,Jornada 59,2022/12/18,Oklahoma City Thunder,Memphis Grizzlies,115,109
Nba,Jornada 59,2022/12/18,Phoenix Suns,New Orleans Pelicans,118,114
Nba,Jornada 60,2022/12/18,Boston Celtics,Orlando Magic,92,95
Nba,Jornada 60,2022/12/18,Indiana Pacers,New York Knicks,106,109
Acb,Jornada 12,2022/12/17,Real Betis,Rio Breogan,84,89
Acb,Jornada 12,2022/12/17,Monbus Obradoiro,Joventut Badalona,74,91
Acb,Jornada 12,2022/12/17,Ucam Murcia,Gran Canaria,99,85
Acb,Jornada 12,2022/12/17,Baxi Manresa,Surne Bilbao,76,86
Nba,Jornada 58,2022/12/17,Charlotte Hornets,Atlanta Hawks,106,125
Nba,Jornada 58,2022/12/17,Detroit Pistons,Sacramento Kings,113,122
Nba,Jornada 58,2022/12/17,Cleveland Cavaliers,Indiana Pacers,118,112
Nba,Jornada 58,2022/12/17,Toronto Raptors,Brooklyn Nets,116,119
Nba,Jornada 58,2022/12/17,Boston Celtics,Orlando Magic,109,117
Nba,Jornada 58,2022/12/17,Philadelphia 76Ers,Golden State Warriors,118,106
Nba,Jornada 58,2022/12/17,Oklahoma City Thunder,Minnesota Timberwolves,110,112
Nba,Jornada 58,2022/12/17,Chicago Bulls,New York Knicks,91,114
Nba,Jornada 58,2022/12/17,Dallas Mavericks,Portland Trail Blazers,130,110
Nba,Jornada 58,2022/12/17,Los Angeles Lakers,Denver Nuggets,126,108
Nba,Jornada 59,2022/12/17,Los Angeles Clippers,Washington Wizards,102,93
Nba,Jornada 59,2022/12/17,San Antonio Spurs,Miami Heat,101,111
Nba,Jornada 57,2022/12/16,Houston Rockets,Miami Heat,108,111
Nba,Jornada 57,2022/12/16,Memphis Grizzlies,Milwaukee Bucks,142,101
Nba,Jornada 57,2022/12/16,Utah Jazz,New Orleans Pelicans,132,129
Nba,Jornada 57,2022/12/16,Los Angeles Clippers,Phoenix Suns,95,111
Euroliga,Jornada 14,2022/12/16,Fenerbahce,Cazoo Baskonia,70,76
Euroliga,Jornada 14,2022/12/16,Barca,Panathinaikos,74,68
Euroliga,Jornada 14,2022/12/16,Partizan,Anadolu Efes,82,79
Euroliga,Jornada 14,2022/12/16,Virtus Bologna,Maccabi,78,73
Euroliga,Jornada 14,2022/12/16,As Monaco,Alba Berlin,92,89
Nba,Jornada 56,2022/12/15,Orlando Magic,Atlanta Hawks,135,124
Nba,Jornada 56,2022/12/15,Charlotte Hornets,Detroit Pistons,134,141
Nba,Jornada 56,2022/12/15,Indiana Pacers,Golden State Warriors,125,119
Nba,Jornada 56,2022/12/15,Toronto Raptors,Sacramento Kings,123,124
Nba,Jornada 56,2022/12/15,Chicago Bulls,New York Knicks,120,128
Nba,Jornada 56,2022/12/15,Oklahoma City Thunder,Miami Heat,108,110
Nba,Jornada 56,2022/12/15,San Antonio Spurs,Portland Trail Blazers,112,128
Nba,Jornada 56,2022/12/15,Denver Nuggets,Washington Wizards,141,128
Nba,Jornada 56,2022/12/15,Dallas Mavericks,Cleveland Cavaliers,90,105
Nba,Jornada 56,2022/12/15,Los Angeles Clippers,Minnesota Timberwolves,99,88
Euroliga,Jornada 14,2022/12/15,Zalgiris,Real Madrid,81,72
Euroliga,Jornada 14,2022/12/15,Estrella Roja,Milan,67,71
Euroliga,Jornada 14,2022/12/15,B. Munich,Valencia Basket,97,92
Euroliga,Jornada 14,2022/12/15,Asvel Villeurbanne,Olympiacos,77,75
Nba,Jornada 55,2022/12/14,Philadelphia 76Ers,Sacramento Kings,123,103
Nba,Jornada 55,2022/12/14,Milwaukee Bucks,Golden State Warriors,128,111
Nba,Jornada 55,2022/12/14,Houston Rockets,Phoenix Suns,111,97
Nba,Jornada 55,2022/12/14,Utah Jazz,New Orleans Pelicans,121,100
Nba,Jornada 55,2022/12/14,Los Angeles Lakers,Boston Celtics,118,122
Euroliga,Jornada 13,2022/12/14,Anadolu Efes,Cazoo Baskonia,78,83
Euroliga,Jornada 13,2022/12/14,As Monaco,Barca,63,69
Euroliga,Jornada 13,2022/12/14,Virtus Bologna,Alba Berlin,85,76
Nba,Jornada 54,2022/12/13,Washington Wizards,Brooklyn Nets,100,112
Nba,Jornada 54,2022/12/13,Indiana Pacers,Miami Heat,82,87
Nba,Jornada 54,2022/12/13,Memphis Grizzlies,Atlanta Hawks,128,103
Nba,Jornada 54,2022/12/13,San Antonio Spurs,Cleveland Cavaliers,112,111
Nba,Jornada 54,2022/12/13,Dallas Mavericks,Oklahoma City Thunder,121,114
Nba,Jornada 54,2022/12/13,Portland Trail Blazers,Minnesota Timberwolves,133,112
Nba,Jornada 54,2022/12/13,Los Angeles Clippers,Boston Celtics,113,93
Euroliga,Jornada 13,2022/12/13,Olympiacos,Fenerbahce,94,67
Euroliga,Jornada 13,2022/12/13,Estrella Roja,Zalgiris,77,73
Euroliga,Jornada 13,2022/12/13,Asvel Villeurbanne,Partizan,91,87
Euroliga,Jornada 13,2022/12/13,Milan,Maccabi,71,77
Euroliga,Jornada 13,2022/12/13,B. Munich,Real Madrid,64,68
Euroliga,Jornada 13,2022/12/13,Valencia Basket,Panathinaikos,94,91
Nba,Jornada 53,2022/12/12,New York Knicks,Sacramento Kings,112,99
Nba,Jornada 53,2022/12/12,Philadelphia 76Ers,Charlotte Hornets,131,113
Nba,Jornada 53,2022/12/12,Detroit Pistons,Los Angeles Lakers,117,124
Nba,Jornada 53,2022/12/12,Orlando Magic,Toronto Raptors,111,99
Nba,Jornada 53,2022/12/12,Atlanta Hawks,Chicago Bulls,123,122
Nba,Jornada 53,2022/12/12,Houston Rockets,Milwaukee Bucks,97,92
Acb,Jornada 11,2022/12/11,Real Madrid,Baxi Manresa,103,89
Acb,Jornada 11,2022/12/11,Valencia Basket,Basquet Girona,104,69
Acb,Jornada 11,2022/12/11,Rio Breogan,Barca,74,78
Acb,Jornada 11,2022/12/11,Gran Canaria,Cazoo Baskonia,68,96
Acb,Jornada 11,2022/12/11,Surne Bilbao,Monbus Obradoiro,77,80
Nba,Jornada 52,2022/12/11,Indiana Pacers,Brooklyn Nets,133,136
Nba,Jornada 52,2022/12/11,Washington Wizards,Los Angeles Clippers,107,114
Nba,Jornada 52,2022/12/11,Cleveland Cavaliers,Oklahoma City Thunder,110,102
Nba,Jornada 52,2022/12/11,Chicago Bulls,Dallas Mavericks,144,115
Nba,Jornada 52,2022/12/11,Golden State Warriors,Boston Celtics,123,107
Nba,Jornada 52,2022/12/11,Denver Nuggets,Utah Jazz,115,110
Nba,Jornada 52,2022/12/11,Portland Trail Blazers,Minnesota Timberwolves,124,118
Nba,Jornada 53,2022/12/11,New Orleans Pelicans,Phoenix Suns,129,124
Acb,Jornada 11,2022/12/10,Ucam Murcia,Real Betis,76,72
Acb,Jornada 11,2022/12/10,Carplus Fuenlabrada,Unicaja,85,117
Acb,Jornada 11,2022/12/10,Casademont Zaragoza,Granada,73,57
Acb,Jornada 11,2022/12/10,Joventut Badalona,Lenovo Tenerife,78,69
Nba,Jornada 51,2022/12/10,Charlotte Hornets,New York Knicks,102,121
Nba,Jornada 51,2022/12/10,Orlando Magic,Toronto Raptors,113,109
Nba,Jornada 51,2022/12/10,Indiana Pacers,Washington Wizards,121,111
Nba,Jornada 51,2022/12/10,Cleveland Cavaliers,Sacramento Kings,95,106
Nba,Jornada 51,2022/12/10,Philadelphia 76Ers,Los Angeles Lakers,133,122
Nba,Jornada 51,2022/12/10,Brooklyn Nets,Atlanta Hawks,120,116
Nba,Jornada 51,2022/12/10,Memphis Grizzlies,Detroit Pistons,114,103
Nba,Jornada 51,2022/12/10,New Orleans Pelicans,Phoenix Suns,128,117
Nba,Jornada 51,2022/12/10,Utah Jazz,Minnesota Timberwolves,108,118
Nba,Jornada 51,2022/12/10,Dallas Mavericks,Milwaukee Bucks,105,106
Nba,Jornada 52,2022/12/10,Miami Heat,San Antonio Spurs,111,115
Nba,Jornada 50,2022/12/09,Miami Heat,Los Angeles Clippers,115,110
Nba,Jornada 50,2022/12/09,San Antonio Spurs,Houston Rockets,118,109
Nba,Jornada 50,2022/12/09,Portland Trail Blazers,Denver Nuggets,120,121
Euroliga,Jornada 12,2022/12/09,Zalgiris,Anadolu Efes,60,86
Euroliga,Jornada 12,2022/12/09,Olympiacos,Virtus Bologna,117,71
Euroliga,Jornada 12,2022/12/09,Barca,Asvel Villeurbanne,74,75
Euroliga,Jornada 12,2022/12/09,Cazoo Baskonia,B. Munich,78,53
Nba,Jornada 49,2022/12/08,Orlando Magic,Los Angeles Clippers,116,111
Nba,Jornada 49,2022/12/08,New York Knicks,Atlanta Hawks,113,89
Nba,Jornada 49,2022/12/08,Brooklyn Nets,Charlotte Hornets,122,116
Nba,Jornada 49,2022/12/08,Toronto Raptors,Los Angeles Lakers,126,113
Nba,Jornada 49,2022/12/08,Chicago Bulls,Washington Wizards,115,111
Nba,Jornada 49,2022/12/08,Memphis Grizzlies,Oklahoma City Thunder,123,102
Nba,Jornada 49,2022/12/08,Milwaukee Bucks,Sacramento Kings,126,113
Nba,Jornada 49,2022/12/08,New Orleans Pelicans,Detroit Pistons,104,98
Nba,Jornada 49,2022/12/08,Minnesota Timberwolves,Indiana Pacers,121,115
Nba,Jornada 49,2022/12/08,Utah Jazz,Golden State Warriors,124,123
Nba,Jornada 49,2022/12/08,Phoenix Suns,Boston Celtics,98,125
Euroliga,Jornada 12,2022/12/08,Panathinaikos,Milan,90,77
Euroliga,Jornada 12,2022/12/08,Alba Berlin,Fenerbahce,75,104
Euroliga,Jornada 12,2022/12/08,Maccabi,Valencia Basket,84,68
Euroliga,Jornada 12,2022/12/08,Partizan,Estrella Roja,73,76
Euroliga,Jornada 12,2022/12/08,Real Madrid,As Monaco,94,95
Nba,Jornada 48,2022/12/07,Miami Heat,Detroit Pistons,96,116
Nba,Jornada 48,2022/12/07,Cleveland Cavaliers,Los Angeles Lakers,116,102
Nba,Jornada 48,2022/12/07,Denver Nuggets,Dallas Mavericks,115,116
Nba,Jornada 47,2022/12/06,Charlotte Hornets,Los Angeles Clippers,117,119
Nba,Jornada 47,2022/12/06,Orlando Magic,Milwaukee Bucks,102,109
Nba,Jornada 47,2022/12/06,Atlanta Hawks,Oklahoma City Thunder,114,121
Nba,Jornada 47,2022/12/06,Toronto Raptors,Boston Celtics,110,116
Nba,Jornada 47,2022/12/06,Houston Rockets,Philadelphia 76Ers,132,123
Nba,Jornada 47,2022/12/06,Memphis Grizzlies,Miami Heat,101,93
Nba,Jornada 47,2022/12/06,Dallas Mavericks,Phoenix Suns,130,111
Nba,Jornada 47,2022/12/06,Golden State Warriors,Indiana Pacers,104,112
Nba,Jornada 46,2022/12/05,Brooklyn Nets,Boston Celtics,92,103
Nba,Jornada 46,2022/12/05,Detroit Pistons,Memphis Grizzlies,112,122
Nba,Jornada 46,2022/12/05,New York Knicks,Cleveland Cavaliers,92,81
Nba,Jornada 46,2022/12/05,Washington Wizards,Los Angeles Lakers,119,130
Nba,Jornada 46,2022/12/05,Sacramento Kings,Chicago Bulls,110,101
Nba,Jornada 46,2022/12/05,Portland Trail Blazers,Indiana Pacers,116,100
Acb,Jornada 10,2022/12/04,Basquet Girona,Rio Breogan,66,73
Acb,Jornada 10,2022/12/04,Lenovo Tenerife,Carplus Fuenlabrada,97,72
Acb,Jornada 10,2022/12/04,Cazoo Baskonia,Ucam Murcia,102,73
Acb,Jornada 10,2022/12/04,Real Madrid,Valencia Basket,79,62
Acb,Jornada 10,2022/12/04,Granada,Real Betis,66,76
Nba,Jornada 45,2022/12/04,Charlotte Hornets,Milwaukee Bucks,96,105
Nba,Jornada 45,2022/12/04,Toronto Raptors,Orlando Magic,121,108
Nba,Jornada 45,2022/12/04,Minnesota Timberwolves,Oklahoma City Thunder,128,135
Nba,Jornada 45,2022/12/04,Golden State Warriors,Houston Rockets,120,101
Nba,Jornada 45,2022/12/04,Utah Jazz,Portland Trail Blazers,111,116
Nba,Jornada 46,2022/12/04,New Orleans Pelicans,Denver Nuggets,121,106
Nba,Jornada 46,2022/12/04,San Antonio Spurs,Phoenix Suns,95,133
Acb,Jornada 10,2022/12/03,Baxi Manresa,Joventut Badalona,68,90
Acb,Jornada 10,2022/12/03,Surne Bilbao,Gran Canaria,76,72
Acb,Jornada 10,2022/12/03,Unicaja,Casademont Zaragoza,104,78
Acb,Jornada 10,2022/12/03,Monbus Obradoiro,Barca,76,74
Nba,Jornada 44,2022/12/03,Charlotte Hornets,Washington Wizards,117,116
Nba,Jornada 44,2022/12/03,Cleveland Cavaliers,Orlando Magic,107,96
Nba,Jornada 44,2022/12/03,Atlanta Hawks,Denver Nuggets,117,109
Nba,Jornada 44,2022/12/03,Milwaukee Bucks,Los Angeles Lakers,129,133
Nba,Jornada 44,2022/12/03,Brooklyn Nets,Toronto Raptors,114,105
Nba,Jornada 44,2022/12/03,Boston Celtics,Miami Heat,116,120
Nba,Jornada 44,2022/12/03,San Antonio Spurs,New Orleans Pelicans,99,117
Nba,Jornada 44,2022/12/03,Memphis Grizzlies,Philadelphia 76Ers,117,109
Nba,Jornada 44,2022/12/03,Utah Jazz,Indiana Pacers,139,119
Nba,Jornada 44,2022/12/03,Phoenix Suns,Houston Rockets,121,122
Nba,Jornada 44,2022/12/03,Golden State Warriors,Chicago Bulls,119,111
Nba,Jornada 45,2022/12/03,New York Knicks,Dallas Mavericks,100,121
Nba,Jornada 45,2022/12/03,Los Angeles Clippers,Sacramento Kings,96,123
Nba,Jornada 43,2022/12/02,Detroit Pistons,Dallas Mavericks,131,125
Euroliga,Jornada 11,2022/12/02,Estrella Roja,Virtus Bologna,83,74
Euroliga,Jornada 11,2022/12/02,Fenerbahce,Real Madrid,71,85
Euroliga,Jornada 11,2022/12/02,Zalgiris,Panathinaikos,67,81
Euroliga,Jornada 11,2022/12/02,B. Munich,Maccabi,98,89
Nba,Jornada 42,2022/12/01,Cleveland Cavaliers,Philadelphia 76Ers,113,85
Nba,Jornada 42,2022/12/01,Orlando Magic,Atlanta Hawks,108,125
Nba,Jornada 42,2022/12/01,Brooklyn Nets,Washington Wizards,113,107
Nba,Jornada 42,2022/12/01,Boston Celtics,Miami Heat,134,121
Nba,Jornada 42,2022/12/01,New York Knicks,Milwaukee Bucks,103,109
Nba,Jornada 42,2022/12/01,Oklahoma City Thunder,San Antonio Spurs,119,111
Nba,Jornada 42,2022/12/01,New Orleans Pelicans,Toronto Raptors,126,108
Nba,Jornada 42,2022/12/01,Minnesota Timberwolves,Memphis Grizzlies,109,101
Nba,Jornada 42,2022/12/01,Phoenix Suns,Chicago Bulls,132,113
Nba,Jornada 42,2022/12/01,Utah Jazz,Los Angeles Clippers,125,112
Nba,Jornada 42,2022/12/01,Denver Nuggets,Houston Rockets,120,100
Nba,Jornada 42,2022/12/01,Sacramento Kings,Indiana Pacers,137,114
Nba,Jornada 42,2022/12/01,Los Angeles Lakers,Portland Trail Blazers,128,109
Euroliga,Jornada 11,2022/12/01,Alba Berlin,Barca,86,88
Euroliga,Jornada 11,2022/12/01,Anadolu Efes,Olympiacos,82,71
Euroliga,Jornada 11,2022/12/01,Asvel Villeurbanne,As Monaco,75,84
Euroliga,Jornada 11,2022/12/01,Cazoo Baskonia,Milan,78,62
Euroliga,Jornada 11,2022/12/01,Partizan,Valencia Basket,96,100
Nba,Jornada 41,2022/11/30,Detroit Pistons,New York Knicks,110,140
Nba,Jornada 41,2022/11/30,Dallas Mavericks,Golden State Warriors,116,113
Nba,Jornada 41,2022/11/30,Portland Trail Blazers,Los Angeles Clippers,112,118
Nba,Jornada 40,2022/11/29,Washington Wizards,Minnesota Timberwolves,142,127
Nba,Jornada 40,2022/11/29,Philadelphia 76Ers,Atlanta Hawks,104,101
Nba,Jornada 40,2022/11/29,Boston Celtics,Charlotte Hornets,140,105
Nba,Jornada 40,2022/11/29,Toronto Raptors,Cleveland Cavaliers,100,88
Nba,Jornada 40,2022/11/29,Brooklyn Nets,Orlando Magic,109,102
Nba,Jornada 40,2022/11/29,New Orleans Pelicans,Oklahoma City Thunder,105,101
Nba,Jornada 40,2022/11/29,Utah Jazz,Chicago Bulls,107,114
Nba,Jornada 40,2022/11/29,Denver Nuggets,Houston Rockets,129,113
Nba,Jornada 40,2022/11/29,Sacramento Kings,Phoenix Suns,117,122
Nba,Jornada 40,2022/11/29,Los Angeles Lakers,Indiana Pacers,115,116
Nba,Jornada 39,2022/11/28,Detroit Pistons,Cleveland Cavaliers,94,102
Nba,Jornada 39,2022/11/28,Boston Celtics,Washington Wizards,130,121
Nba,Jornada 39,2022/11/28,New York Knicks,Memphis Grizzlies,123,127
Nba,Jornada 39,2022/11/28,Orlando Magic,Philadelphia 76Ers,103,133
Nba,Jornada 39,2022/11/28,Milwaukee Bucks,Dallas Mavericks,124,115
Acb,Jornada 9,2022/11/27,Ucam Murcia,Monbus Obradoiro,80,84
Acb,Jornada 9,2022/11/27,Real Betis,Real Madrid,55,73
Acb,Jornada 9,2022/11/27,Barca,Granada,100,82
Acb,Jornada 9,2022/11/27,Cazoo Baskonia,Basquet Girona,95,68
Acb,Jornada 9,2022/11/27,Valencia Basket,Unicaja,67,83
Nba,Jornada 38,2022/11/27,Houston Rockets,Oklahoma City Thunder,118,105
Nba,Jornada 38,2022/11/27,San Antonio Spurs,Los Angeles Lakers,138,143
Nba,Jornada 38,2022/11/27,Phoenix Suns,Utah Jazz,113,112
Nba,Jornada 39,2022/11/27,Brooklyn Nets,Portland Trail Blazers,111,97
Nba,Jornada 39,2022/11/27,Minnesota Timberwolves,Golden State Warriors,114,137
Nba,Jornada 39,2022/11/27,Los Angeles Clippers,Indiana Pacers,114,100
Nba,Jornada 39,2022/11/27,Atlanta Hawks,Miami Heat,98,106
Acb,Jornada 9,2022/11/26,Gran Canaria,Baxi Manresa,99,88
Acb,Jornada 9,2022/11/26,Carplus Fuenlabrada,Joventut Badalona,81,85
Acb,Jornada 9,2022/11/26,Rio Breogan,Lenovo Tenerife,61,86
Acb,Jornada 9,2022/11/26,Casademont Zaragoza,Surne Bilbao,67,74
Nba,Jornada 37,2022/11/26,Orlando Magic,Philadelphia 76Ers,99,107
Nba,Jornada 37,2022/11/26,New York Knicks,Portland Trail Blazers,129,132
